#Source de ce jeu de données : https://coronavirus.politologue.com - Les données proposées dans ce fichier sont une compilation des données proposées par le CSSE (The Johns Hopkins University) https://gisanddata.maps.arcgis.com/apps/opsdashboard/index.html#/bda7594740fd40299423467b48e9ecf6
#Les données de ce fichier sont celles qui sont produites pour générer les graphiques sur https: //coronavirus.politologue.com
#Vous pouvez utiliser ces données sans problème et une référence à https://coronavirus.politologue.com sera appréciable
-----------------------------------------------
#Certains ne respectent pas la demande de ne pas récupérer trop souvent le fichier pour préserver le serveur (cela ne sert à rien de récupérer toutes les 3 min), le fichier présente désormais les 30 derniers jours seulement
#Si vous souhaitez avoir accès à l'ensemble, contactez moi, je n'ai pas le temps de faire la chasse à ceux qui ne respectent pas une certaine éthique, alors je fais en sorte de préserver mes ressources
-----------------------------------------------
Date;Pays;Infections;Deces;Guerisons;TauxDeces;TauxGuerison;TauxInfection
2022-01-27;Papouasie-Nouvelle-Guinée;36596;597;0;1.63;0.00;98.37
2022-01-27;Polynésie Française;48044;636;0;1.32;0.00;98.68
2022-01-27;Pérou;3120401;204940;0;6.57;0.00;93.43
2022-01-27;Panama;678128;7656;0;1.13;0.00;98.87
2022-01-27;Oman;330767;4134;0;1.25;0.00;98.75
2022-01-27;Nouvelle-Zélande;15993;52;0;0.33;0.00;99.67
2022-01-27;Népal;939267;11687;0;1.24;0.00;98.76
2022-01-27;Norvège;714532;1439;0;0.20;0.00;99.80
2022-01-27;Pays-Bas;4217128;21777;0;0.52;0.00;99.48
2022-01-27;Nicaragua;17650;220;0;1.25;0.00;98.75
2022-01-27;Nigéria;252753;3134;0;1.24;0.00;98.76
2022-01-27;Niger;8632;297;0;3.44;0.00;96.56
2022-01-27;Nouvelle-Calédonie;17903;283;0;1.58;0.00;98.42
2022-01-27;Namibie;155623;3947;0;2.54;0.00;97.46
2022-01-27;Mozambique;223413;2164;0;0.97;0.00;99.03
2022-01-27;Malaisie;2850408;31940;0;1.12;0.00;98.88
2022-01-27;Mexique;4779296;304308;0;6.37;0.00;93.63
2022-01-27;Malawi;84224;2544;0;3.02;0.00;96.98
2022-01-27;Maldives;128089;274;0;0.21;0.00;99.79
2022-01-27;Maurice;70629;786;0;1.11;0.00;98.89
2022-01-27;Malte;66938;541;0;0.81;0.00;99.19
2022-01-27;Mauritanie;57919;940;0;1.62;0.00;98.38
2022-01-27;Martinique;82813;826;0;1.00;0.00;99.00
2022-01-27;Macao;79;0;0;0.00;0.00;100.00
2022-01-27;Mongolie;435699;2102;0;0.48;0.00;99.52
2022-01-27;Birmanie;534671;19310;0;3.61;0.00;96.39
2022-01-27;Mali;29949;711;0;2.37;0.00;97.63
2022-01-27;Macédoine;263206;8312;0;3.16;0.00;96.84
2022-01-27;Îles Marshall;7;0;0;0.00;0.00;100.00
2022-01-27;Madagascar;57375;1223;0;2.13;0.00;97.87
2022-01-27;Saint Martin;9439;61;0;0.65;0.00;99.35
2022-01-27;Montenegro;216856;2541;0;1.17;0.00;98.83
2022-01-27;Moldavie;428934;10600;0;2.47;0.00;97.53
2022-01-27;Monaco;7790;46;0;0.59;0.00;99.41
2022-01-27;Maroc;1120087;15270;0;1.36;0.00;98.64
2022-01-27;Libye;416223;5979;0;1.44;0.00;98.56
2022-01-27;Lettonie;363821;4846;0;1.33;0.00;98.67
2022-01-27;Luxembourg;150883;947;0;0.63;0.00;99.37
2022-01-27;Lituanie;639527;7815;0;1.22;0.00;98.78
2022-01-27;Lesotho;32049;690;0;2.15;0.00;97.85
2022-01-27;Libéria;7243;289;0;3.99;0.00;96.01
2022-01-27;Sri Lanka;607104;15369;0;2.53;0.00;97.47
2022-01-27;Liechtenstein;8465;73;0;0.86;0.00;99.14
2022-01-27;Sainte-Lucie;20417;326;0;1.60;0.00;98.40
2022-01-27;Liban;891982;9544;0;1.07;0.00;98.93
2022-01-27;Laos;132130;534;0;0.40;0.00;99.60
2022-01-27;Kazakhstan;1290763;18430;0;1.43;0.00;98.57
2022-01-27;Koweït;521341;2490;0;0.48;0.00;99.52
2022-01-27;Corée du Sud;793582;6678;0;0.84;0.00;99.16
2022-01-27;Saint-Kitts-et-Nevis;5368;33;0;0.61;0.00;99.39
2022-01-27;Comores;7824;159;0;2.03;0.00;97.97
2022-01-27;Kiribati;181;0;0;0.00;0.00;100.00
2022-01-27;Cambodge;121150;3015;0;2.49;0.00;97.51
2022-01-27;Kirghizistan;197081;2862;0;1.45;0.00;98.55
2022-01-27;Kenya;320918;5567;0;1.73;0.00;98.27
2022-01-27;Japon;2433094;18648;0;0.77;0.00;99.23
2022-01-27;Jordanie;1184856;13142;0;1.11;0.00;98.89
2022-01-27;Jamaïque;122463;2617;0;2.14;0.00;97.86
2022-01-27;Italie;10539601;145159;0;1.38;0.00;98.62
2022-01-27;Islande;63188;46;0;0.07;0.00;99.93
2022-01-27;Iran;6293695;132333;0;2.10;0.00;97.90
2022-01-27;Iraq;2183402;24330;0;1.11;0.00;98.89
2022-01-27;Inde;40622709;492327;0;1.21;0.00;98.79
2022-01-27;Israël;2659720;8556;0;0.32;0.00;99.68
2022-01-27;Irlande;1164536;6136;0;0.53;0.00;99.47
2022-01-27;Indonésie;4309270;144261;0;3.35;0.00;96.65
2022-01-27;Hongrie;1490489;41151;0;2.76;0.00;97.24
2022-01-27;Haïti;28875;784;0;2.72;0.00;97.28
2022-01-27;Croatie;909674;13625;0;1.50;0.00;98.50
2022-01-27;Honduras;391874;10512;0;2.68;0.00;97.32
2022-01-27;Hong-Kong;13450;213;0;1.58;0.00;98.42
2022-01-27;Guyana;58604;1156;0;1.97;0.00;98.03
2022-01-27;Guinée-Bissau;7519;154;0;2.05;0.00;97.95
2022-01-27;Guatemala;681308;16317;0;2.39;0.00;97.61
2022-01-27;Grèce;1867935;23083;0;1.24;0.00;98.76
2022-01-27;Guinée Équatoriale;15774;182;0;1.15;0.00;98.85
2022-01-27;Guadeloupe;90749;844;0;0.93;0.00;99.07
2022-01-27;Guinée;36013;416;0;1.16;0.00;98.84
2022-01-27;Gambie;11572;347;0;3.00;0.00;97.00
2022-01-27;Gibraltar;12441;100;0;0.80;0.00;99.20
2022-01-27;Ghana;156392;1384;0;0.88;0.00;99.12
2022-01-27;Guyane Française;74686;363;0;0.49;0.00;99.51
2022-01-27;Géorgie;1110168;14840;0;1.34;0.00;98.66
2022-01-27;Grenade;12090;210;0;1.74;0.00;98.26
2022-01-27;Royaume-Uni;16345606;155461;0;0.95;0.00;99.05
2022-01-27;Gabon;46469;301;0;0.65;0.00;99.35
2022-01-27;France;17698063;127302;0;0.72;0.00;99.28
2022-01-27;Îles Féroé;17403;18;0;0.10;0.00;99.90
2022-01-27;Fidji;62203;791;0;1.27;0.00;98.73
2022-01-27;Finlande;470665;1919;0;0.41;0.00;99.59
2022-01-27;Éthiopie;463921;7303;0;1.57;0.00;98.43
2022-01-27;Espagne;9660208;92767;0;0.96;0.00;99.04
2022-01-27;Érythrée;9436;97;0;1.03;0.00;98.97
2022-01-27;Égypte;417453;22496;0;5.39;0.00;94.61
2022-01-27;Estonie;313685;2023;0;0.64;0.00;99.36
2022-01-27;Équateur;691898;34362;0;4.97;0.00;95.03
2022-01-27;Algérie;245698;6539;0;2.66;0.00;97.34
2022-01-27;République Dominicaine;550020;4295;0;0.78;0.00;99.22
2022-01-27;Dominique;8838;51;0;0.58;0.00;99.42
2022-01-27;Danemark;1592910;3679;0;0.23;0.00;99.77
2022-01-27;Djibouti;15411;189;0;1.23;0.00;98.77
2022-01-27;Allemagne;9477603;117488;0;1.24;0.00;98.76
2022-01-27;République Tchèque;2888827;37114;0;1.28;0.00;98.72
2022-01-27;Chypre;246354;724;0;0.29;0.00;99.71
2022-01-27;Cap-vert;55595;393;0;0.71;0.00;99.29
2022-01-27;Cuba;1033984;8383;0;0.81;0.00;99.19
2022-01-27;Costa Rica;675178;7521;0;1.11;0.00;98.89
2022-01-27;Colombie;5816462;133292;0;2.29;0.00;97.71
2022-01-27;Chine;105875;4636;0;4.38;0.00;95.62
2022-01-27;Cameroun;114113;1867;0;1.64;0.00;98.36
2022-01-27;Chili;2045874;39594;0;1.94;0.00;98.06
2022-01-27;Côte d'Ivoire;80487;782;0;0.97;0.00;99.03
2022-01-27;Suisse;2091306;12666;0;0.61;0.00;99.39
2022-01-27;Congo (Brazzaville);23653;371;0;1.57;0.00;98.43
2022-01-27;République Centrafricaine;13898;110;0;0.79;0.00;99.21
2022-01-27;Rép. Dém. du Congo;84926;1278;0;1.50;0.00;98.50
2022-01-27;Canada;2997728;33368;0;1.11;0.00;98.89
2022-01-27;Belize;49794;624;0;1.25;0.00;98.75
2022-01-27;Bélarus;734078;5992;0;0.82;0.00;99.18
2022-01-27;Botswana;250746;2580;0;1.03;0.00;98.97
2022-01-27;Bhoutan;4225;3;0;0.07;0.00;99.93
2022-01-27;Bahamas;32376;735;0;2.27;0.00;97.73
2022-01-27;Brésil;24789795;625390;0;2.52;0.00;97.48
2022-01-27;Bolivie;841757;20824;0;2.47;0.00;97.53
2022-01-27;Brunéi Darussalam;16206;98;0;0.60;0.00;99.40
2022-01-27;Saint Barthélemy;3435;6;0;0.17;0.00;99.83
2022-01-27;Bénin;26450;163;0;0.62;0.00;99.38
2022-01-27;Burundi;37265;38;0;0.10;0.00;99.90
2022-01-27;Bahreïn;348655;1402;0;0.40;0.00;99.60
2022-01-27;Bulgarie;923466;33017;0;3.58;0.00;96.42
2022-01-27;Burkina Faso;20591;366;0;1.78;0.00;98.22
2022-01-27;Belgique;3007724;28938;0;0.96;0.00;99.04
2022-01-27;Bangladesh;1747331;28288;0;1.62;0.00;98.38
2022-01-27;Barbade;42122;277;0;0.66;0.00;99.34
2022-01-27;Bosnie-Herzégovine;341913;14243;0;4.17;0.00;95.83
2022-01-27;Azerbaïdjan;643509;8664;0;1.35;0.00;98.65
2022-01-27;Australie;2457285;3477;0;0.14;0.00;99.86
2022-01-27;Autriche;1727661;14042;0;0.81;0.00;99.19
2022-01-27;Argentine;8207752;120352;0;1.47;0.00;98.53
2022-01-27;Angola;97901;1893;0;1.93;0.00;98.07
2022-01-27;Arménie;358218;8035;0;2.24;0.00;97.76
2022-01-27;Albanie;252577;3323;0;1.32;0.00;98.68
2022-01-27;Antigua-et-Barbuda;6524;127;0;1.95;0.00;98.05
2022-01-27;Afghanistan;161004;7403;0;4.60;0.00;95.40
2022-01-27;Émirats Arabes Unis;835839;2232;0;0.27;0.00;99.73
2022-01-27;Andorre;35028;145;0;0.41;0.00;99.59
2022-01-26;Autres;721;15;0;2.08;0.00;97.92
2022-01-26;Zimbabwe;228943;5321;0;2.32;0.00;97.68
2022-01-26;Zambie;303266;3906;0;1.29;0.00;98.71
2022-01-26;Afrique du Sud;3590399;94491;0;2.63;0.00;97.37
2022-01-26;Mayotte;36166;187;0;0.52;0.00;99.48
2022-01-26;Yémen;10821;2003;0;18.51;0.00;81.49
2022-01-26;Kosovo;190793;3002;0;1.57;0.00;98.43
2022-01-26;Samoa;28;0;0;0.00;0.00;100.00
2022-01-26;Vanuatu;7;1;0;14.29;0.00;85.71
2022-01-26;Viet Nam;2187481;37165;0;1.70;0.00;98.30
2022-01-26;Venezuela;475135;5419;0;1.14;0.00;98.86
2022-01-26;St-Vincent / Grenadines;9385;92;0;0.98;0.00;99.02
2022-01-26;Vatican;29;0;0;0.00;0.00;100.00
2022-01-26;Ouzbékistan;217360;1549;0;0.71;0.00;99.29
2022-01-26;Uruguay;621453;6368;0;1.02;0.00;98.98
2022-01-26;États-Unis;72980648;877107;0;1.20;0.00;98.80
2022-01-26;Ouganda;160974;3507;0;2.18;0.00;97.82
2022-01-26;Ukraine;4100292;106205;0;2.59;0.00;97.41
2022-01-26;Tanzanie;32920;778;0;2.36;0.00;97.64
2022-01-26;Taïwan;18503;851;0;4.60;0.00;95.40
2022-01-26;Trinité-et-Tobago;108088;3347;0;3.10;0.00;96.90
2022-01-26;Turquie;11167927;86487;0;0.77;0.00;99.23
2022-01-26;Tonga;1;0;0;0.00;0.00;100.00
2022-01-26;Tunisie;866445;26051;0;3.01;0.00;96.99
2022-01-26;Timor-Leste;19879;122;0;0.61;0.00;99.39
2022-01-26;Tadjikistan;17627;125;0;0.71;0.00;99.29
2022-01-26;Thaïlande;2407022;22076;0;0.92;0.00;99.08
2022-01-26;Togo;36421;267;0;0.73;0.00;99.27
2022-01-26;Tchad;7075;190;0;2.69;0.00;97.31
2022-01-26;Eswatini;68205;1371;0;2.01;0.00;97.99
2022-01-26;Syrie;51124;2977;0;5.82;0.00;94.18
2022-01-26;El Salvador;127012;3866;0;3.04;0.00;96.96
2022-01-26;Sao Tomé-et-Principe;5856;69;0;1.18;0.00;98.82
2022-01-26;Soudan du sud;16752;137;0;0.82;0.00;99.18
2022-01-26;Suriname;72088;1252;0;1.74;0.00;98.26
2022-01-26;Somalie;25388;1335;0;5.26;0.00;94.74
2022-01-26;Sénégal;84613;1937;0;2.29;0.00;97.71
2022-01-26;Saint-Marin;11995;109;0;0.91;0.00;99.09
2022-01-26;Sierra Leone;7608;125;0;1.64;0.00;98.36
2022-01-26;Slovaquie;1494945;17725;0;1.19;0.00;98.81
2022-01-26;Slovénie;642342;5813;0;0.90;0.00;99.10
2022-01-26;Singapour;327602;850;0;0.26;0.00;99.74
2022-01-26;Suède;1973485;15768;0;0.80;0.00;99.20
2022-01-26;Soudan;56595;3411;0;6.03;0.00;93.97
2022-01-26;Seychelles;35606;143;0;0.40;0.00;99.60
2022-01-26;Îles Salomon;676;2;0;0.30;0.00;99.70
2022-01-26;Arabie Saoudite;666259;8927;0;1.34;0.00;98.66
2022-01-26;Rwanda;128509;1434;0;1.12;0.00;98.88
2022-01-26;Russie;11129318;321484;0;2.89;0.00;97.11
2022-01-26;Serbie;1579847;13340;0;0.84;0.00;99.16
2022-01-26;Roumanie;2083151;59726;0;2.87;0.00;97.13
2022-01-26;Réunion;180531;500;0;0.28;0.00;99.72
2022-01-26;Qatar;330848;638;0;0.19;0.00;99.81
2022-01-26;Paraguay;554182;17112;0;3.09;0.00;96.91
2022-01-26;Palaos;898;0;0;0.00;0.00;100.00
2022-01-26;Portugal;2377818;19703;0;0.83;0.00;99.17
2022-01-26;Palestine;492694;5072;0;1.03;0.00;98.97
2022-01-26;Pologne;4637776;104373;0;2.25;0.00;97.75
2022-01-26;Pakistan;1393887;29162;0;2.09;0.00;97.91
2022-01-26;Philippines;3475293;53664;0;1.54;0.00;98.46
2022-01-26;Papouasie-Nouvelle-Guinée;36596;597;0;1.63;0.00;98.37
2022-01-26;Polynésie Française;47794;636;0;1.33;0.00;98.67
2022-01-26;Pérou;3020756;204587;0;6.77;0.00;93.23
2022-01-26;Panama;669860;7645;0;1.14;0.00;98.86
2022-01-26;Oman;328326;4133;0;1.26;0.00;98.74
2022-01-26;Nouvelle-Zélande;15844;52;0;0.33;0.00;99.67
2022-01-26;Népal;933451;11672;0;1.25;0.00;98.75
2022-01-26;Norvège;690244;1439;0;0.21;0.00;99.79
2022-01-26;Pays-Bas;4152076;21760;0;0.52;0.00;99.48
2022-01-26;Nicaragua;17650;220;0;1.25;0.00;98.75
2022-01-26;Nigéria;252753;3134;0;1.24;0.00;98.76
2022-01-26;Niger;8616;297;0;3.45;0.00;96.55
2022-01-26;Nouvelle-Calédonie;17212;283;0;1.64;0.00;98.36
2022-01-26;Namibie;155502;3937;0;2.53;0.00;97.47
2022-01-26;Mozambique;223112;2163;0;0.97;0.00;99.03
2022-01-26;Malaisie;2844969;31930;0;1.12;0.00;98.88
2022-01-26;Mexique;4730669;303776;0;6.42;0.00;93.58
2022-01-26;Malawi;84105;2537;0;3.02;0.00;96.98
2022-01-26;Maldives;125590;272;0;0.22;0.00;99.78
2022-01-26;Maurice;70514;786;0;1.11;0.00;98.89
2022-01-26;Malte;66708;538;0;0.81;0.00;99.19
2022-01-26;Mauritanie;57794;937;0;1.62;0.00;98.38
2022-01-26;Martinique;77075;821;0;1.07;0.00;98.93
2022-01-26;Macao;79;0;0;0.00;0.00;100.00
2022-01-26;Mongolie;435681;2102;0;0.48;0.00;99.52
2022-01-26;Birmanie;534503;19310;0;3.61;0.00;96.39
2022-01-26;Mali;29895;710;0;2.37;0.00;97.63
2022-01-26;Macédoine;261347;8285;0;3.17;0.00;96.83
2022-01-26;Îles Marshall;7;0;0;0.00;0.00;100.00
2022-01-26;Madagascar;57375;1223;0;2.13;0.00;97.87
2022-01-26;Saint Martin;9143;60;0;0.66;0.00;99.34
2022-01-26;Montenegro;215950;2535;0;1.17;0.00;98.83
2022-01-26;Moldavie;423568;10587;0;2.50;0.00;97.50
2022-01-26;Monaco;7790;46;0;0.59;0.00;99.41
2022-01-26;Maroc;1114527;15237;0;1.37;0.00;98.63
2022-01-26;Libye;413066;5967;0;1.44;0.00;98.56
2022-01-26;Lettonie;354734;4828;0;1.36;0.00;98.64
2022-01-26;Luxembourg;147854;946;0;0.64;0.00;99.36
2022-01-26;Lituanie;628094;7798;0;1.24;0.00;98.76
2022-01-26;Lesotho;32049;690;0;2.15;0.00;97.85
2022-01-26;Libéria;7243;289;0;3.99;0.00;96.01
2022-01-26;Sri Lanka;604581;15346;0;2.54;0.00;97.46
2022-01-26;Liechtenstein;8346;73;0;0.87;0.00;99.13
2022-01-26;Sainte-Lucie;20192;326;0;1.61;0.00;98.39
2022-01-26;Liban;882783;9528;0;1.08;0.00;98.92
2022-01-26;Laos;131432;533;0;0.41;0.00;99.59
2022-01-26;Kazakhstan;1278057;18415;0;1.44;0.00;98.56
2022-01-26;Koweït;514826;2489;0;0.48;0.00;99.52
2022-01-26;Corée du Sud;777497;6654;0;0.86;0.00;99.14
2022-01-26;Saint-Kitts-et-Nevis;5331;33;0;0.62;0.00;99.38
2022-01-26;Comores;7821;159;0;2.03;0.00;97.97
2022-01-26;Kiribati;116;0;0;0.00;0.00;100.00
2022-01-26;Cambodge;121116;3015;0;2.49;0.00;97.51
2022-01-26;Kirghizistan;196602;2858;0;1.45;0.00;98.55
2022-01-26;Kenya;320766;5565;0;1.73;0.00;98.27
2022-01-26;Japon;2354358;18601;0;0.79;0.00;99.21
2022-01-26;Jordanie;1177165;13124;0;1.11;0.00;98.89
2022-01-26;Jamaïque;121963;2615;0;2.14;0.00;97.86
2022-01-26;Italie;10383561;144770;0;1.39;0.00;98.61
2022-01-26;Islande;61737;45;0;0.07;0.00;99.93
2022-01-26;Iran;6279410;132303;0;2.11;0.00;97.89
2022-01-26;Iraq;2175793;24319;0;1.12;0.00;98.88
2022-01-26;Inde;40371500;491700;0;1.22;0.00;98.78
2022-01-26;Israël;2599449;8513;0;0.33;0.00;99.67
2022-01-26;Irlande;1159271;6136;0;0.53;0.00;99.47
2022-01-26;Indonésie;4301193;144254;0;3.35;0.00;96.65
2022-01-26;Hongrie;1471276;41087;0;2.79;0.00;97.21
2022-01-26;Haïti;28561;783;0;2.74;0.00;97.26
2022-01-26;Croatie;899174;13566;0;1.51;0.00;98.49
2022-01-26;Honduras;391145;10498;0;2.68;0.00;97.32
2022-01-26;Hong-Kong;13262;213;0;1.61;0.00;98.39
2022-01-26;Guyana;58196;1154;0;1.98;0.00;98.02
2022-01-26;Guinée-Bissau;7508;154;0;2.05;0.00;97.95
2022-01-26;Guatemala;677214;16294;0;2.41;0.00;97.59
2022-01-26;Grèce;1848223;22970;0;1.24;0.00;98.76
2022-01-26;Guinée Équatoriale;15774;182;0;1.15;0.00;98.85
2022-01-26;Guadeloupe;90749;844;0;0.93;0.00;99.07
2022-01-26;Guinée;36013;416;0;1.16;0.00;98.84
2022-01-26;Gambie;11572;347;0;3.00;0.00;97.00
2022-01-26;Gibraltar;12277;100;0;0.81;0.00;99.19
2022-01-26;Ghana;156272;1382;0;0.88;0.00;99.12
2022-01-26;Guyane Française;74563;363;0;0.49;0.00;99.51
2022-01-26;Géorgie;1092684;14813;0;1.36;0.00;98.64
2022-01-26;Grenade;11816;207;0;1.75;0.00;98.25
2022-01-26;Royaume-Uni;16248605;155121;0;0.95;0.00;99.05
2022-01-26;Gabon;46469;301;0;0.65;0.00;99.35
2022-01-26;France;17311776;127039;0;0.73;0.00;99.27
2022-01-26;Îles Féroé;16637;17;0;0.10;0.00;99.90
2022-01-26;Fidji;62203;791;0;1.27;0.00;98.73
2022-01-26;Finlande;464394;1894;0;0.41;0.00;99.59
2022-01-26;Éthiopie;463465;7292;0;1.57;0.00;98.43
2022-01-26;Espagne;9529320;92591;0;0.97;0.00;99.03
2022-01-26;Érythrée;9408;96;0;1.02;0.00;98.98
2022-01-26;Égypte;415468;22460;0;5.41;0.00;94.59
2022-01-26;Estonie;307451;2018;0;0.66;0.00;99.34
2022-01-26;Équateur;691898;34362;0;4.97;0.00;95.03
2022-01-26;Algérie;243568;6526;0;2.68;0.00;97.32
2022-01-26;République Dominicaine;547091;4293;0;0.78;0.00;99.22
2022-01-26;Dominique;8838;51;0;0.58;0.00;99.42
2022-01-26;Danemark;1541675;3660;0;0.24;0.00;99.76
2022-01-26;Djibouti;15396;189;0;1.23;0.00;98.77
2022-01-26;Allemagne;9317280;117318;0;1.26;0.00;98.74
2022-01-26;République Tchèque;2833961;37092;0;1.31;0.00;98.69
2022-01-26;Chypre;243818;724;0;0.30;0.00;99.70
2022-01-26;Cap-vert;55543;393;0;0.71;0.00;99.29
2022-01-26;Cuba;1031170;8376;0;0.81;0.00;99.19
2022-01-26;Costa Rica;668209;7505;0;1.12;0.00;98.88
2022-01-26;Colombie;5798799;133019;0;2.29;0.00;97.71
2022-01-26;Chine;105811;4636;0;4.38;0.00;95.62
2022-01-26;Cameroun;114113;1867;0;1.64;0.00;98.36
2022-01-26;Chili;2020082;39547;0;1.96;0.00;98.04
2022-01-26;Côte d'Ivoire;80396;782;0;0.97;0.00;99.03
2022-01-26;Suisse;2046465;12649;0;0.62;0.00;99.38
2022-01-26;Congo (Brazzaville);23485;371;0;1.58;0.00;98.42
2022-01-26;République Centrafricaine;13840;109;0;0.79;0.00;99.21
2022-01-26;Rép. Dém. du Congo;84877;1278;0;1.51;0.00;98.49
2022-01-26;Canada;2966448;33059;0;1.11;0.00;98.89
2022-01-26;Belize;49059;624;0;1.27;0.00;98.73
2022-01-26;Bélarus;732104;5976;0;0.82;0.00;99.18
2022-01-26;Botswana;245904;2565;0;1.04;0.00;98.96
2022-01-26;Bhoutan;4089;3;0;0.07;0.00;99.93
2022-01-26;Bahamas;32282;731;0;2.26;0.00;97.74
2022-01-26;Brésil;24560093;624717;0;2.54;0.00;97.46
2022-01-26;Bolivie;835170;20774;0;2.49;0.00;97.51
2022-01-26;Brunéi Darussalam;16179;98;0;0.61;0.00;99.39
2022-01-26;Saint Barthélemy;3282;6;0;0.18;0.00;99.82
2022-01-26;Bénin;26450;163;0;0.62;0.00;99.38
2022-01-26;Burundi;37170;38;0;0.10;0.00;99.90
2022-01-26;Bahreïn;343400;1400;0;0.41;0.00;99.59
2022-01-26;Bulgarie;913592;32939;0;3.61;0.00;96.39
2022-01-26;Burkina Faso;20591;366;0;1.78;0.00;98.22
2022-01-26;Belgique;2939439;28902;0;0.98;0.00;99.02
2022-01-26;Bangladesh;1731524;28273;0;1.63;0.00;98.37
2022-01-26;Barbade;41355;277;0;0.67;0.00;99.33
2022-01-26;Bosnie-Herzégovine;339281;14185;0;4.18;0.00;95.82
2022-01-26;Azerbaïdjan;640148;8650;0;1.35;0.00;98.65
2022-01-26;Australie;2391062;3390;0;0.14;0.00;99.86
2022-01-26;Autriche;1684608;14030;0;0.83;0.00;99.17
2022-01-26;Argentine;8130023;120019;0;1.48;0.00;98.52
2022-01-26;Angola;97812;1892;0;1.93;0.00;98.07
2022-01-26;Arménie;355662;8033;0;2.26;0.00;97.74
2022-01-26;Albanie;251015;3317;0;1.32;0.00;98.68
2022-01-26;Antigua-et-Barbuda;6442;126;0;1.96;0.00;98.04
2022-01-26;Afghanistan;160692;7401;0;4.61;0.00;95.39
2022-01-26;Émirats Arabes Unis;833201;2228;0;0.27;0.00;99.73
2022-01-26;Andorre;35028;145;0;0.41;0.00;99.59
2022-01-25;Autres;721;15;0;2.08;0.00;97.92
2022-01-25;Zimbabwe;228776;5316;0;2.32;0.00;97.68
2022-01-25;Zambie;302569;3905;0;1.29;0.00;98.71
2022-01-25;Afrique du Sud;3585888;94397;0;2.63;0.00;97.37
2022-01-25;Mayotte;35966;187;0;0.52;0.00;99.48
2022-01-25;Yémen;10585;1995;0;18.85;0.00;81.15
2022-01-25;Kosovo;186396;3002;0;1.61;0.00;98.39
2022-01-25;Samoa;26;0;0;0.00;0.00;100.00
2022-01-25;Vanuatu;7;1;0;14.29;0.00;85.71
2022-01-25;Viet Nam;2171527;37010;0;1.70;0.00;98.30
2022-01-25;Venezuela;471389;5410;0;1.15;0.00;98.85
2022-01-25;St-Vincent / Grenadines;6662;92;0;1.38;0.00;98.62
2022-01-25;Vatican;29;0;0;0.00;0.00;100.00
2022-01-25;Ouzbékistan;216186;1545;0;0.71;0.00;99.29
2022-01-25;Uruguay;609785;6339;0;1.04;0.00;98.96
2022-01-25;États-Unis;72333439;872607;0;1.21;0.00;98.79
2022-01-25;Ouganda;160778;3497;0;2.18;0.00;97.82
2022-01-25;Ukraine;4075351;106047;0;2.60;0.00;97.40
2022-01-25;Tanzanie;32920;778;0;2.36;0.00;97.64
2022-01-25;Taïwan;18411;851;0;4.62;0.00;95.38
2022-01-25;Trinité-et-Tobago;107408;3335;0;3.10;0.00;96.90
2022-01-25;Turquie;11090493;86299;0;0.78;0.00;99.22
2022-01-25;Tonga;1;0;0;0.00;0.00;100.00
2022-01-25;Tunisie;856739;25999;0;3.03;0.00;96.97
2022-01-25;Timor-Leste;19871;122;0;0.61;0.00;99.39
2022-01-25;Tadjikistan;17609;125;0;0.71;0.00;99.29
2022-01-25;Thaïlande;2398944;22057;0;0.92;0.00;99.08
2022-01-25;Togo;36372;267;0;0.73;0.00;99.27
2022-01-25;Tchad;7075;190;0;2.69;0.00;97.31
2022-01-25;Eswatini;68164;1370;0;2.01;0.00;97.99
2022-01-25;Syrie;51075;2974;0;5.82;0.00;94.18
2022-01-25;El Salvador;127012;3862;0;3.04;0.00;96.96
2022-01-25;Sao Tomé-et-Principe;5849;69;0;1.18;0.00;98.82
2022-01-25;Soudan du sud;16738;137;0;0.82;0.00;99.18
2022-01-25;Suriname;71629;1247;0;1.74;0.00;98.26
2022-01-25;Somalie;25388;1335;0;5.26;0.00;94.74
2022-01-25;Sénégal;84453;1933;0;2.29;0.00;97.71
2022-01-25;Saint-Marin;11786;108;0;0.92;0.00;99.08
2022-01-25;Sierra Leone;7607;125;0;1.64;0.00;98.36
2022-01-25;Slovaquie;1478543;17698;0;1.20;0.00;98.80
2022-01-25;Slovénie;624851;5798;0;0.93;0.00;99.07
2022-01-25;Singapour;322770;850;0;0.26;0.00;99.74
2022-01-25;Suède;1922990;15693;0;0.82;0.00;99.18
2022-01-25;Soudan;55833;3411;0;6.11;0.00;93.89
2022-01-25;Seychelles;35606;143;0;0.40;0.00;99.60
2022-01-25;Îles Salomon;650;2;0;0.31;0.00;99.69
2022-01-25;Arabie Saoudite;661733;8924;0;1.35;0.00;98.65
2022-01-25;Rwanda;128378;1433;0;1.12;0.00;98.88
2022-01-25;Russie;11055246;320844;0;2.90;0.00;97.10
2022-01-25;Serbie;1579847;13340;0;0.84;0.00;99.16
2022-01-25;Roumanie;2048896;59632;0;2.91;0.00;97.09
2022-01-25;Réunion;133617;462;0;0.35;0.00;99.65
2022-01-25;Qatar;328644;637;0;0.19;0.00;99.81
2022-01-25;Paraguay;548252;17054;0;3.11;0.00;96.89
2022-01-25;Palaos;651;0;0;0.00;0.00;100.00
2022-01-25;Portugal;2312240;19661;0;0.85;0.00;99.15
2022-01-25;Palestine;488599;5061;0;1.04;0.00;98.96
